time_s,time_min,cognitive_state,pupil_mm,rmssd_ms,grip_cv_pct,tremor_rms_um
4.2,0.07,Normal,4.016663806936387,37.17842226465263,8.449330839268129,90.59029258510517
4.4,0.07333333333333333,Normal,3.982050177466914,37.73909841084138,8.736696798043758,86.34385217241916
4.6000000000000005,0.07666666666666667,Normal,3.988422780781977,41.06885680787602,8.514472734882212,83.50138304527997
4.800000000000001,0.08000000000000002,Normal,3.97678896932104,48.38921603158195,9.14832964589719,89.65416845296737
5,0.08333333333333333,Normal,4.022144218684707,41.35294801554043,8.70280046921868,92.45661210816516
5.2,0.08666666666666667,Normal,4.02850871028911,39.47394233547047,9.924911362065991,96.2622107968208
5.4,0.09000000000000001,Normal,3.989174722673441,41.56896393449077,9.273125299926646,86.71127339378852
5.6000000000000005,0.09333333333333334,Normal,4.026785956391696,39.4493832843229,8.085595525176922,90.43506072616374
5.800000000000001,0.09666666666666668,Normal,4.095505785417189,44.39617762430507,8.457048144306484,91.59203084711604
6,0.1,Normal,4.041265487782474,39.947127871864446,7.618957811774583,99.3834789801116
6.2,0.10333333333333333,Normal,4.011665973281198,38.44002391558043,7.683465581886711,97.04989206813187
6.4,0.10666666666666667,Normal,4.065778885277445,40.80633841761669,8.135901406810932,88.4073009873935
6.6000000000000005,0.11000000000000001,Normal,4.01307654111999,40.324943420975856,8.484398750886223,92.0222108874271
6.800000000000001,0.11333333333333334,Normal,3.9964354486400397,42.21713553710069,8.644322872446667,84.11578950438445
7,0.11666666666666667,Normal,4.0198615167175245,43.92832933537002,9.60205853880152,86.88624946567968
7.2,0.12000000000000001,Normal,4.0299928511922545,42.49320998263499,8.30114614878074,87.56352555447627
7.4,0.12333333333333334,Normal,3.993272903717211,43.974139892370665,8.166860900445615,77.62504578553155
7.6000000000000005,0.12666666666666668,Normal,3.9040992766284126,39.6767407730736,8.671878474832155,87.61253997745769
7.800000000000001,0.13,Normal,3.9528418812629726,39.27427274490294,9.199153094926494,82.48281411080023
8,0.13333333333333333,Normal,3.985295206627697,41.207510097385416,8.19472476840304,83.64215380877667
8.200000000000001,0.1366666666666667,Normal,3.9715261256956027,42.30899622202033,8.181363951877307,87.4816415107601
8.4,0.14,Normal,3.921060666669492,40.48714071811728,7.59139551835322,80.1408324353674
8.6,0.14333333333333334,Normal,3.942845006143451,41.00428482356319,8.034843429343745,90.27224848338341
8.8,0.14666666666666667,Normal,3.8526517386957897,44.094961157867566,8.611728243827821,79.92062882077535
9,0.15,Normal,4.0042210205671775,44.22344413277879,9.214610667908588,94.2800642955408
9.200000000000001,0.15333333333333335,Normal,3.982224181560572,44.247269727163676,9.415245435262223,81.58742574293564
9.4,0.15666666666666668,Normal,3.970931130015507,43.048611370564295,8.392823509738923,81.26633467486447
9.600000000000001,0.16000000000000003,Normal,3.9869480549708483,45.42931041488893,7.272080335921725,83.4336759215175
9.8,0.16333333333333336,Normal,3.963657550393482,43.83699748289307,8.557291074666557,80.20894618348464
10,0.16666666666666666,Normal,3.9885379091667406,41.1375879698908,9.04062749870167,79.48706079729517
10.200000000000001,0.17,Normal,4.060341206073522,45.87484485764101,8.512111017424457,89.04234811467684
10.4,0.17333333333333334,Normal,4.034829937157029,40.852285732825855,8.107790027259739,91.417610362778575
10.600000000000001,0.1766666666666667,Normal,3.9390749914267538,42.85398063045498,8.932370585956656,82.97107715938523
10.8,0.18000000000000002,Normal,4.05997503515413,41.55757047271211,8.46663068618418,91.05172027726223
11,0.18333333333333332,Normal,4.031179371760593,37.91133050735528,8.756971153865734,76.53739247345139
11.200000000000001,0.18666666666666668,Normal,4.039375878086387,42.932830398169905,7.820325444079288,85.343513523061
11.4,0.19,Normal,4.024769453596201,37.31841099809419,9.280209342340948,85.60008350893234
11.600000000000001,0.19333333333333336,Normal,4.061212876221047,45.59780306678006,7.943781134611768,84.78618973930213
11.8,0.19666666666666668,Normal,4.0205031846167865,43.47767581989561,8.761231466208558,86.78377745648656
12,0.2,Normal,4.026712936400649,42.877719948109,9.081734523342895,87.7167119855022
12.200000000000001,0.20333333333333334,Normal,4.003073563653837,41.41815856795813,8.358656442768408,80.14637671247776
12.4,0.20666666666666667,Normal,4.0547330702876545,39.90534586332991,8.341077053478056,100.52316277011992
12.600000000000001,0.21000000000000002,Normal,4.009094324675755,45.77297836263702,9.041006636084756,93.44999640081917
12.8,0.21333333333333335,Normal,3.989305509628243,42.06010598073558,8.336495517699547,84.61072777630137
13,0.21666666666666667,Normal,4.018584382402296,47.277052100276926,8.519946795492228,97.99457938953326
13.200000000000001,0.22000000000000003,Normal,3.9712625298683695,42.98421204293226,8.265682686721183,79.6384463268539
13.4,0.22333333333333333,Normal,3.9235773136628005,48.160406828974345,8.11061034313651,92.55899616597392
13.600000000000001,0.22666666666666668,Normal,3.966078058148908,42.563495158754854,8.434014367125513,84.64007033725044
13.8,0.23,Normal,3.913840085529916,39.15365284985641,8.24891697266707,89.77771735637042
14,0.23333333333333334,Normal,3.980859570830819,46.03444568262062,8.676115185682002,82.84921151411656
14.200000000000001,0.2366666666666667,Normal,3.9891127081312434,45.9936780277832,8.11454027668238,87.25242914731443
14.4,0.24000000000000002,Normal,4.016168636811655,40.21295504639439,8.43660901343461,88.48532977022177
14.600000000000001,0.24333333333333335,Normal,3.9451372077522318,42.199449325088196,8.328268146131531,84.23828968192522
14.8,0.24666666666666667,Normal,3.971923306433662,39.143298590275016,8.803313128395647,86.29711022032964
15,0.25,Normal,3.9874671201170475,41.397942295608566,8.392254480526647,79.29288913744114
15.200000000000001,0.25333333333333335,Normal,4.0281326603133785,36.93984806227616,8.640231143701419,83.6915976607372
15.4,0.25666666666666665,Normal,3.9578180780867496,45.00832448781122,9.596824225900015,89.77393871816408
15.600000000000001,0.26,Normal,4.036746622775828,44.79951902364573,8.317855676495384,84.35619483661067
15.8,0.26333333333333336,Normal,4.032840409640227,37.49573254165151,8.739623461207723,86.63171846164677
16,0.26666666666666666,Normal,4.007670090587777,41.45917662700668,9.695486523221293,91.69571451442133
16.2,0.26999999999999996,Normal,4.007549285144229,42.33847210474578,8.21878205767889,92.64569064133673
16.400000000000002,0.2733333333333334,Normal,4.020092850976182,40.416850923759725,8.457707859021838,90.65057224373638
16.6,0.27666666666666667,Normal,4.00444252345232,41.72341838378256,8.258490846991583,79.62018653871462
16.8,0.28,Normal,4.019098571437204,41.70566688764157,8.060619428139388,87.99881568796633
17,0.2833333333333333,Normal,4.01693015292715,42.78063501204548,8.86504949924914,94.8635840585978
17.2,0.2866666666666667,Normal,3.9766782602528554,39.00055974777955,7.874531139284079,83.46041562791953
17.400000000000002,0.29000000000000004,Normal,4.006797620550327,40.862494914917455,8.062249599109286,91.07337851548469
17.6,0.29333333333333333,Normal,4.011776593345408,40.16259896815649,8.632836801806349,84.25349694640693
17.8,0.2966666666666667,Normal,4.012701342145464,40.89876617529529,7.958064705330281,86.41622559214063
18,0.3,Normal,3.9517197895799447,39.84828077391092,8.227170524323043,96.30410762040445
18.2,0.30333333333333334,Normal,3.983705729351735,42.71061436388388,7.749134573676752,84.6959339137246
18.400000000000002,0.3066666666666667,Normal,3.982813239009596,38.44836006162984,8.407016021366612,85.1608497654102
18.6,0.31,Normal,3.938329392034575,43.101523148789674,8.717905263101903,90.88608348403261
18.8,0.31333333333333335,Normal,3.978023347348592,43.83775558507184,7.960940468902997,80.66707298382366
19,0.31666666666666665,Normal,3.9223365385325812,37.012846951929625,8.82696825874836,88.77424070556121
19.200000000000003,0.32000000000000006,Normal,3.912009715563767,46.41233667746653,8.752769764625693,90.30529328312154
19.400000000000002,0.32333333333333336,Normal,3.930367803916633,44.86886820163056,8.134351491817341,93.77088781280011
19.6,0.3266666666666667,Normal,3.9933537442385862,46.27158435136746,8.211595982895256,86.74283547031973
19.8,0.33,Normal,3.985399531436198,42.61086027770623,8.124741427449257,90.88129310112365
20,0.3333333333333333,Normal,3.989683497746537,48.819303148917506,8.925360325924055,90.4716681235701
20.200000000000003,0.3366666666666667,Normal,3.9995352556078996,44.49816185691427,8.733744211745114,90.34504809007272
20.400000000000002,0.34,Normal,4.011990888206565,42.730475999867494,8.421138335079851,86.74722607099272
20.6,0.3433333333333334,Normal,4.001872840321874,41.95034970496215,8.221309500949175,90.86597425545239
20.8,0.3466666666666667,Normal,4.039082675243363,38.80422047550737,8.434939571064964,84.50223071137555
21,0.35,Normal,3.985336769623327,43.676967845542265,8.79691174895422,90.41135390503325
21.200000000000003,0.3533333333333334,Normal,4.063241691210654,42.12945453352103,8.640407573735523,89.88244523118604
21.400000000000002,0.3566666666666667,Normal,4.021582767332277,46.72481985141136,8.162323439393395,86.50914189102085
21.6,0.36000000000000004,Normal,4.066946569294503,43.93368845022228,7.379928336621859,79.0157500014651
21.8,0.36333333333333334,Normal,3.9958484709904885,39.671414871210146,8.323689840704942,92.667786098432
22,0.36666666666666664,Normal,4.069950744318377,39.29882657556623,9.332106267221768,97.84844880199927
22.200000000000003,0.37000000000000005,Normal,4.035584815433851,45.53049336858346,8.43381074974919,87.8862488260761
22.400000000000002,0.37333333333333335,Normal,3.971450067076941,43.29576834593206,8.964385382353333,89.1108530662118
22.6,0.3766666666666667,Normal,3.9675616923086756,40.5862537106513,8.75608757831514,88.06740848123702
22.8,0.38,Normal,3.9484805001954246,40.06203432792447,8.695463804553778,95.78509741313079
23,0.38333333333333336,Normal,3.9063713479790656,36.61919929661868,8.400088253670978,92.34874137427484
23.200000000000003,0.3866666666666667,Normal,3.9879420390140754,43.329482062697856,9.357625852296886,88.16055383462414
23.400000000000002,0.39,Normal,3.9905691897411857,43.11324405618288,8.34221981158678,88.43353796266491
23.6,0.39333333333333337,Normal,3.947677457944653,46.603640285637496,8.9113372314687,89.53950698349117
23.8,0.39666666666666667,Normal,3.9575774091750873,47.38288165174712,7.747491853072933,82.29441543141914
24,0.4,Normal,3.930709713274325,38.38917139856951,9.115508124025132,85.64421140128769
24.200000000000003,0.4033333333333334,Normal,3.957611447204268,41.25441372130087,8.129138251610645,79.59213479361368
24.400000000000002,0.4066666666666667,Normal,3.9341508932066915,39.39565267727773,8.458393694670534,84.72663124594284
24.6,0.41000000000000003,Normal,4.020135846455665,42.40563953249505,8.597773646488813,88.0490494857712
24.8,0.41333333333333333,Normal,3.956101986436814,46.02356752528875,8.796953390335595,95.97008789800691
25,0.4166666666666667,Normal,3.9948142122281998,41.54403394781623,7.760108126981138,102.06909828546443
25.200000000000003,0.42000000000000004,Normal,4.027503636261696,43.22825944078302,8.663676899428282,92.58382337508473
25.400000000000002,0.4233333333333334,Normal,4.014647913637362,50.61793112622526,8.295597006307581,88.3128861651661
25.6,0.4266666666666667,Normal,4.028783734334232,40.0114101903726,8.141657446517552,94.57285945467493
25.8,0.43,Normal,3.991273784373982,41.86516454692279,8.916417440862324,73.12188335615812
26,0.43333333333333335,Normal,4.078388461421283,38.391842281589824,8.704391305101478,85.32309304495544
26.200000000000003,0.4366666666666667,Normal,3.9990010232063296,37.466595645685295,8.933343865865274,86.08267865621387
26.400000000000002,0.44000000000000006,Normal,4.006659919818156,38.709231876069126,9.268107480889157,86.81437066849257
26.6,0.44333333333333336,Normal,4.06449636365223,46.83060139229541,8.902634313199533,93.32309068895829
26.8,0.44666666666666666,Normal,4.0464921741860325,39.15177857063681,7.888124773344156,85.54421388778862
27,0.45,Normal,3.9824219240192136,45.7754159796666,8.09934979458854,89.99514421978422
27.200000000000003,0.45333333333333337,Normal,3.993921505328482,43.78160721238614,8.48795881880186,94.7579977577389
27.400000000000002,0.4566666666666667,Normal,3.989486297954534,42.909039439638924,8.850669584309188,95.93095431192988
27.6,0.46,Normal,3.9765842032343985,42.00547528064167,8.312007985542156,93.1929302130381
27.8,0.4633333333333333,Normal,3.927558011126405,42.27367026035473,8.776377825404884,83.48267376770468
28,0.4666666666666667,Normal,4.031450432626263,44.02999572633306,7.745663888812294,93.19392197309601
28.200000000000003,0.47000000000000003,Normal,3.932212416134618,43.221765827020214,8.64375618861749,84.68055921272475
28.400000000000002,0.4733333333333334,Normal,3.892837537251038,38.29235790927988,7.991121240832702,92.72438987101472
28.6,0.4766666666666667,Normal,3.8955555870519616,42.22768275267692,8.328234299086297,91.83399135758675
28.8,0.48000000000000004,Normal,3.969978500054144,44.62005576962903,9.156021350317573,86.64660776217161
29,0.48333333333333334,Normal,3.944600543948953,42.26932939841815,7.8623523169935465,85.29851055800442
29.200000000000003,0.4866666666666667,Normal,3.9172031773793705,42.813543619852,7.99643017581346,83.45977624253247
29.400000000000002,0.49000000000000005,Normal,3.9716292630957453,40.98271075884247,9.1668992318443685,91.5878703530158
29.6,0.49333333333333335,Normal,3.9164993218433333,46.56461119454979,8.359231632867958,100.2890770479726
29.8,0.4966666666666667,Normal,3.9769305932010606,36.47816303714163,7.5775626781356,91.74345344807625
30,0.5,Normal,3.9775956918568167,39.93305726028899,8.392143666588929,85.3710005778251
30.200000000000003,0.5033333333333334,Normal,4.0452969299770665,46.4268513897653,8.29338671131913,89.470055557844
30.400000000000002,0.5066666666666667,Normal,3.9801738828012563,39.2362619942701,9.019876159076166,85.81381838584014
30.6,0.51,Normal,4.0030677885795045,44.61205550788275,8.371670534358296,94.83716197541817
30.8,0.5133333333333333,Normal,4.085738822221937,47.68051128262017,9.3128852013016985,87.58142567640661
31,0.5166666666666667,Normal,3.9890805665075346,39.50941908298438,7.8720085039488215,80.30564931973588
31.200000000000003,0.52,Normal,4.0749469933401485,42.788021130636714,8.976428856905125,90.04205129339877
31.400000000000002,0.5233333333333333,Normal,4.041692203024382,46.521858266516745,7.725229678031003,87.3791476899995
31.6,0.5266666666666667,Normal,4.097432056158239,42.45729982399897,8.256814154504896,93.45691747394193
31.8,0.53,Normal,4.0131958764026505,44.381549714240606,8.323343068496275,89.06336662857582
32,0.5333333333333333,Normal,3.9964089350276764,35.46211466660683,7.905953042662889,89.18323139924325
32.2,0.5366666666666667,Normal,4.050521073072347,48.684973067246894,8.466911454242451,85.93641468320794
32.4,0.5399999999999999,Normal,4.025375571975942,36.6370658037512,8.315675040500803,89.51978759856186
32.6,0.5433333333333333,Normal,4.0055108994028945,40.999524350237024,9.24222866183306,89.22508545106072
32.800000000000004,0.5466666666666667,Normal,3.890742101236454,38.41407870078112,7.988804084819533,84.27958852956027
33,0.55,Normal,3.9589317072151924,43.95630763451562,9.25636542705987,83.86604411017272
33.2,0.5533333333333333,Normal,3.957742872487086,45.58214773757648,8.415394124101502,85.03593761583383
33.4,0.5566666666666666,Normal,3.939499588241723,47.348922595292166,8.738684572667449,86.95073928497843
33.6,0.56,Normal,3.934221143605803,38.86253158467339,9.306762435624469,89.24118749306221
33.800000000000004,0.5633333333333334,Normal,3.90988528890857,47.76089088999998,8.093669847154954,91.19076376617681
34,0.5666666666666667,Normal,3.9409867527927656,42.96417160476189,8.276722686388474,95.92219400148217
34.2,0.5700000000000001,Normal,3.9038203911033547,39.93399918421266,8.201440063189748,93.7811286756417
34.4,0.5733333333333334,Normal,3.9526076106950434,44.68558956177167,8.924976555865006,93.81472487931556
34.6,0.5766666666666667,Normal,4.010583407880535,45.43021954083583,8.599201749277182,101.23494920309878
34.800000000000004,0.5800000000000001,Normal,3.9853883075015086,37.9571100989555,8.117794781518533,89.87201652618636
35,0.5833333333333334,Normal,3.9602315196739655,37.9098289657482,8.888667589895286,86.08082192538988
35.2,0.5866666666666667,Normal,3.9975599619487987,42.482891432004294,8.490012874108125,89.94653302889135
35.4,0.59,Normal,4.05844184763275,43.39547468111232,8.01004954470717,82.39116401567426
35.6,0.5933333333333334,Normal,4.014481540179906,40.98203605108873,8.738433292495285,82.29793314029368
35.800000000000004,0.5966666666666668,Normal,4.0347963021615705,40.09993741543787,7.73503890886936,84.91704643248377
36,0.6,Normal,4.088797583605009,45.53656582446216,8.813494992208556,91.92180013871382
36.2,0.6033333333333334,Normal,4.035315894796086,46.91187983336831,8.189972496417749,81.64212058864774
36.4,0.6066666666666667,Normal,4.07158718813361,41.53718560906033,8.452760121513723,85.87755424152508
36.6,0.61,Normal,4.00842890986007,45.118965654735334,8.592001139677985,86.33275579054708
36.800000000000004,0.6133333333333334,Normal,4.005919964318592,40.33149145633784,9.57139244504557,83.92718165736643
37,0.6166666666666667,Normal,3.974707393606358,40.76888816170383,7.8086494490569205,90.62228488768692
37.2,0.62,Normal,4.058506101685223,44.122967241004275,7.171759813030131,91.06727875399982
37.4,0.6233333333333333,Normal,3.9567551593482277,42.55501704756337,9.560252361378142,88.10490799599206
37.6,0.6266666666666667,Normal,4.012298867940213,42.165139177345054,8.125527494123066,88.7430664257647
37.800000000000004,0.6300000000000001,Normal,3.971683888079614,38.348378830959064,9.027487260775148,91.9532919459715
38,0.6333333333333333,Normal,3.947614450700614,42.364676853569314,8.65508270983641,88.35535202253448
38.2,0.6366666666666667,Normal,3.9850172932033563,39.874431405422385,8.835528719241964,88.6307883613034
38.400000000000006,0.6400000000000001,Normal,4.006143084585062,39.53491025157424,8.190874046998491,89.19244648816128
38.6,0.6433333333333333,Normal,3.9081702780016956,46.877735776833454,8.442294956403561,96.07630935252176
38.800000000000004,0.6466666666666667,Normal,3.95030435719668,38.37568649253829,8.943858348909695,88.9381368543502
39,0.65,Normal,3.9280448207583483,40.38540996614414,8.005807864160094,84.25091156236182
39.2,0.6533333333333334,Normal,3.95377126153114,35.88890639373018,7.727590652071027,87.2215808557869
39.400000000000006,0.6566666666666667,Normal,4.000462901749337,39.26572954030221,7.774689811904682,91.27702947014222
39.6,0.66,Normal,3.9257904913530304,40.01081473868178,8.675661626470202,84.34556773245097
39.800000000000004,0.6633333333333334,Normal,3.9791081847379886,44.8621206091161,7.773082363246931,84.79954739527155
40,0.6666666666666666,Normal,3.9818488911546983,40.69145924473115,8.622509248161693,95.93019829388928
40.2,0.67,Normal,3.9607684680793,45.53783868108383,9.240536926966687,94.01350431335777
40.400000000000006,0.6733333333333335,Normal,3.988306910052256,47.31643152217412,8.104680943972085,80.50465863198768
40.6,0.6766666666666666,Normal,4.006501810144741,41.016987020161885,9.393621105950547,96.58229265736544
40.800000000000004,0.68,Normal,4.027709251654867,41.96549959666784,7.794859236331689,78.37476193446079
41,0.6833333333333333,Normal,4.043396031599517,40.518475799624,8.404612606084259,87.18493219389467
41.2,0.6866666666666668,Normal,3.996831048694663,45.12993161239546,10.01299872466959,94.15460274271821
41.400000000000006,0.6900000000000001,Normal,4.049823710058348,41.44841718420944,9.520422920528363,83.7406128330423
41.6,0.6933333333333334,Normal,3.977082043178119,38.85462285510719,8.348593014222105,78.87608477879213
41.800000000000004,0.6966666666666668,Normal,4.016983464284848,41.50176392770574,9.001017857933983,97.39779826327889
42,0.7,Normal,4.037416396697837,43.29045522973228,8.366396391973467,93.82976047049875
42.2,0.7033333333333334,Normal,3.9583134024983795,37.221841054940704,8.776761473571709,82.5765325112926
42.400000000000006,0.7066666666666668,Normal,3.979911709866678,43.64115862867237,7.61264732814312,87.26873252866214
42.6,0.7100000000000001,Normal,3.9832715123963465,45.0875447858432,8.149214519010503,86.94030884772735
42.800000000000004,0.7133333333333334,Normal,3.9758651038587023,40.802618235439155,7.571420775801726,81.29550321891985
43,0.7166666666666667,Normal,3.9222064171109094,41.32674618715505,9.017925048881663,93.29813372318222
43.2,0.7200000000000001,Normal,3.892219098541908,38.24701753096068,8.933600087388953,95.14866865527561
43.400000000000006,0.7233333333333334,Normal,3.928321644862388,40.13923481851591,8.17279273804409,86.5334168035105
43.6,0.7266666666666667,Normal,3.946344012873605,45.180047018052974,9.391892790112792,80.85128823941474
43.800000000000004,0.7300000000000001,Normal,3.98936112322293,41.911016337524785,7.402890092715561,80.6433500980662
44,0.7333333333333333,Normal,3.980519161137281,41.601536470861795,8.597171915385085,92.32089379923164
44.2,0.7366666666666667,Normal,3.950381540059909,37.11075977222168,8.038160763931694,91.36287292975187
44.400000000000006,0.7400000000000001,Normal,3.985383757906308,44.34255854379836,9.063581144343232,88.45639289368162
44.6,0.7433333333333334,Normal,3.9211893940939104,42.09531728249119,9.593092676596026,87.98741681618745
44.800000000000004,0.7466666666666667,Normal,3.968767529722321,41.59171691787004,8.743868569512491,84.75293276517345
45,0.75,Normal,3.9988182112034574,39.29549026382884,9.528607928632958,86.31265212959384
45.2,0.7533333333333334,Normal,3.9812496221737943,37.46973447087063,8.025965224488786,80.40063539343365
45.400000000000006,0.7566666666666667,Normal,4.019060619509816,35.998283239360816,7.632479303648943,90.7713379075188
45.6,0.76,Normal,4.044251371802123,41.03740610795063,9.24654203354142,82.87020188725202
45.800000000000004,0.7633333333333334,Normal,3.977688508359533,38.684340095407165,8.035935716388952,82.64809045776366
46,0.7666666666666667,Normal,3.980604652546131,41.91422219131727,9.260477420116866,100.88466753538025
46.2,0.77,Normal,4.036813571364512,41.08049056437542,8.344025021379585,86.93510569076322
46.400000000000006,0.7733333333333334,Normal,3.9988960776606217,44.46795130113138,8.403884993721507,83.64869516695956
46.6,0.7766666666666667,Normal,4.0548970942520555,41.892931192633824,7.5630402140563575,93.40472954203115
46.800000000000004,0.78,Normal,3.9273336118863464,43.45205610189106,9.036382649607404,93.40801378480197
47,0.7833333333333333,Normal,4.059265378298256,35.61923764879955,9.464716763732898,90.5621250440858
47.2,0.7866666666666667,Normal,3.997827840075439,42.73448017561375,8.491618932667736,91.55034330466002
47.400000000000006,0.7900000000000001,Normal,4.030298007223822,43.42023763648273,8.841794721583911,89.20463874647339
47.6,0.7933333333333333,Normal,4.004472990558255,43.46464397145759,8.626430657805766,81.9294541382832
47.800000000000004,0.7966666666666667,Normal,3.9767654512144714,42.241853016658716,8.724706013146816,91.47232086510459
48,0.8,Normal,3.928607568326841,36.65830657445749,9.080508229240783,87.81121204666067
48.2,0.8033333333333333,Normal,3.9509600398006817,41.38519601840755,8.445941010327251,89.70798367285107
48.400000000000006,0.8066666666666668,Normal,3.9289146685579017,34.93810533984596,7.533119845378322,91.79226302817692
48.6,0.81,Normal,3.8963832609797313,40.02422223887923,8.575165504336669,83.48709250297532
48.800000000000004,0.8133333333333334,Normal,3.944248050915268,42.408161023327594,8.524365374248546,82.62999346594393
49,0.8166666666666667,Normal,3.9409162025803948,44.39117603702555,8.456896368560527,94.17157308994366
49.2,0.8200000000000001,Normal,3.9243796947198715,43.0886185053605,7.551383290044922,88.7099843815513
49.400000000000006,0.8233333333333335,Normal,3.942508183680845,39.98418745437276,9.52395396696112,89.45170980731334
49.6,0.8266666666666667,Normal,3.910619181534888,43.00309073774617,8.427868424494791,84.21523096492294
49.800000000000004,0.8300000000000001,Normal,3.947322406951768,45.61865587554058,8.087176518645702,84.76395392449216
50,0.8333333333333334,Normal,4.011461018867367,39.978678264590215,8.242106894527467,87.66495675947982
50.2,0.8366666666666667,Normal,4.032235581899115,41.41303028202994,8.464978976314852,76.33290615944138
50.400000000000006,0.8400000000000001,Normal,3.972612712714477,42.653277656495455,8.976090990637749,97.60154341231123
50.6,0.8433333333333334,Normal,3.9922497471835423,40.558377668108896,9.313195549346252,93.02048222769379
50.800000000000004,0.8466666666666668,Normal,4.040555236208148,40.95966453676111,8.296965682796921,86.565219244523675
51,0.85,Normal,4.007474247618596,44.97449401824166,8.378289996007119,90.85151178037178
51.2,0.8533333333333334,Normal,4.011743655155966,45.33400960075466,8.716546879586495,85.9174805184795
51.400000000000006,0.8566666666666668,Normal,4.005156585573474,40.661019869447486,7.849401833198001,94.70502926854388
51.6,0.86,Normal,4.026651618458361,45.68559463757467,8.814871077566496,89.32989828718749
51.800000000000004,0.8633333333333334,Normal,4.06029849371457,37.502496474953894,8.479906152985775,97.0675405327327
52,0.8666666666666667,Normal,3.9736911854809662,38.658010391127526,9.805394666179422,92.117224214446
52.2,0.87,Normal,4.013970403349068,42.27697227612716,8.015898895454876,80.08522979412056
52.400000000000006,0.8733333333333334,Normal,4.031544413070113,41.416354573335724,8.824567823786964,96.45855780051647
52.6,0.8766666666666667,Normal,3.9605055594537477,42.49500167435593,8.822450828389478,93.31948807626277
52.800000000000004,0.8800000000000001,Normal,3.947185197955544,40.844479982215226,9.164507352730148,96.81304583105188
53,0.8833333333333333,Normal,3.9718874218077964,37.43461099685751,8.269803034785292,92.3904526213962
53.2,0.8866666666666667,Normal,3.9139142097421344,43.175521590513085,8.776937229845808,88.25441158418583
53.400000000000006,0.8900000000000001,Normal,3.950130515608054,41.205026720516194,8.395994227145184,85.59042864589445
53.6,0.8933333333333333,Normal,3.9207660068816486,45.60738064390384,8.592664038773172,83.38551899275981
53.800000000000004,0.8966666666666667,Normal,3.9969337791605573,46.27524846538623,9.093210629508699,84.27465942570397
54,0.9,Normal,3.917665084506884,41.104990422553314,8.058734848698812,95.91029713193853
54.2,0.9033333333333334,Normal,3.971084431794217,45.95827213084402,9.667631933668549,83.81519007278388
54.400000000000006,0.9066666666666667,Normal,3.9336229511811784,46.47804491907525,8.282816956534221,88.62039846607067
54.6,0.91,Normal,3.9503047743070012,36.143118298246215,8.407144973329595,87.04787626234867
54.800000000000004,0.9133333333333334,Normal,3.948277764737886,44.47259378395539,8.23764871611008,91.43310040989623
55,0.9166666666666666,Normal,3.9507538120073016,37.36602131818646,9.013895778085876,85.66733248595969
55.2,0.92,Normal,3.953687076727179,43.002895462791784,9.475260070433487,88.6567765023261
55.400000000000006,0.9233333333333335,Normal,3.9849022548079276,40.50713222919878,8.531280653692932,96.25457931938305
55.6,0.9266666666666666,Normal,4.033151308626917,41.42794824707996,8.384144294618364,94.5783028739998
55.800000000000004,0.93,Normal,3.992387361296112,44.65800095751912,8.578682631110462,98.11727389305479
